instruction,input,output,responses
Answer this question truthfully,What is (are) Cogan-Reese syndrome ?,"Cogan-Reese syndrome is one type of Iridocorneal Endothelial (ICE) syndrome. The ICE syndromes predominantly affect Caucasian, young to middle-aged women, and involve one eye. While there have been some cases of Cogan-Reese syndrome reported in children, the disease is typically observed in females in the mid-adult years. [1] In one study of 71 patients with ICE syndrome, the mean age at diagnosis was 51-years. Known glaucoma was present in 11 (15%) of cases. [2] While it is not yet known how to keep Cogan-Reese syndrome from progressing, the glaucoma associated with the disease can be treated with medication. Additionally, corneal transplant can treat any corneal swelling. The National Eye Institute provides information on screening for glaucoma HERE.","Cogan-Reese syndrome is one type of Iridocorneal Endothelial (ICE) syndrome. The ICE syndromes predominantly affect Caucasian, young to middle-aged women, and involve one eye. While there have been some cases of Cogan-Reese syndrome reported in children, the disease is typically observed in females in the mid-adult years. [1] In one study of 71 patients with ICE syndrome, the mean age of onset was 48 years. [1] It has a wide range of clinical presentation and course, from an active inflammatory process to the quiescent stage. The inflammation has been described as ""silent,"" but if left untreated, the inflammation may result in serious eye damage. ICE syndrome is characterized by corneal abnormalities, iridocorneal adhesion, synechiae (adhesions between iris and cornea); and aqueous outflow dysfunction. While the disease typically affects only one eye, there have been rare reports of bilateral disease. Patients with Cogan-Reese syndrome demonstrate a characteristic pattern of abnormalities including mild peripheral corneal opacities, corneal edema and iridocorneal adhesion. While the exact etiology of ICE syndrome is not known, it is likely that it may be due to a variety of factors including an overgrowth of fibroblasts,"
Answer this question truthfully,What is (are) Charcot-Marie-Tooth disease type 1A ?,Charcot-Marie-Tooth disease type 1A (CMT1A) is a type of inherited neurological disorder that affects the peripheral nerves. Affected individuals experience weakness and wasting (atrophy) of the muscles of the lower legs beginning in adolescence; later they experience hand weakness and sensory loss. CMT1A is caused by having an extra copy (a duplication) of the PMP22 gene. It is inherited in an autosomal dominant manner. Treatment for this condition may include physical therapy; occupational therapy; braces and other orthopedic devices; orthopedic surgery; and pain medications.,"Charcot-Marie-Tooth disease (CMT) is a disorder of the nerves that control muscles. These nerves are called motor nerves. The disorder also affects sensory nerves, the nerves that carry messages from the skin to the spinal cord. A person with CMT has weak and thin leg muscles and difficulty walking. The toes may curl under when standing and the feet may appear flat.
"
Answer this question truthfully,What is (are) Erb-Duchenne and Dejerine-Klumpke Palsies ?,"The brachial plexus is a network of nerves that conducts signals from the spine to the shoulder, arm, and hand. Brachial plexus injuries are caused by damage to those nerves. Erb-Duchenne (Erb's) palsy refers to paralysis of the upper brachial plexus. Dejerine-Klumpke (Klumpke's) palsy refers to paralysis of the lower brachial plexus. Although injuries can occur at any time, many brachial plexus injuries happen when a baby's shoulders become impacted during delivery and the brachial plexus nerves stretch or tear. There are four types of brachial plexus injuries: avulsion, the most severe type, in which the nerve is torn from the spine; rupture, in which the nerve is torn but not at the spinal attachment; neuroma, in which the nerve has torn and healed but scar tissue puts pressure on the injured nerve and prevents it from conducting signals to the muscles; and neuropraxia or stretch, in which the nerve has been damaged but not torn. Neuropraxia is the most common type of brachial plexus injury. Symptoms of brachial plexus injury may include a limp or paralyzed arm; lack of muscle control in the arm, hand, or wrist; and lack of feeling or sensation in the arm or hand.","Erb-Duchenne palsy describes paralysis of the upper brachial plexus, while Dejerine-Klumpke palsy describes paralysis of the lower brachial plexus. In the majority of patients, the symptoms resolve gradually over about 4 weeks. Recovery over the first several weeks is very important because symptoms are often more difficult to resolve if they persist.

"
Answer this question truthfully,What is (are) Baraitser-Winter syndrome ?,"Baraitser-Winter syndrome is a condition that affects the development of many parts of the body, particularly the face and the brain.  An unusual facial appearance is the most common characteristic of Baraitser-Winter syndrome. Distinctive facial features can include widely spaced eyes (hypertelorism), large eyelid openings, droopy eyelids (ptosis), high-arched eyebrows, a broad nasal bridge and tip of the nose, a long space between the nose and upper lip (philtrum), full cheeks, and a pointed chin.  Structural brain abnormalities are also present in most people with Baraitser-Winter syndrome. These abnormalities are related to impaired neuronal migration, a process by which nerve cells (neurons) move to their proper positions in the developing brain. The most frequent brain abnormality associated with Baraitser-Winter syndrome is pachygyria, which is an area of the brain that has an abnormally smooth surface with fewer folds and grooves. Less commonly, affected individuals have lissencephaly, which is similar to pachygyria but involves the entire brain surface. These structural changes can cause mild to severe intellectual disability, developmental delay, and seizures.  Other features of Baraitser-Winter syndrome can include short stature, ear abnormalities and hearing loss, heart defects, presence of an extra (duplicated) thumb, and abnormalities of the kidneys and urinary system. Some affected individuals have limited movement of large joints, such as the elbows and knees, which may be present at birth or develop over time. Rarely, people with Baraitser-Winter syndrome have involuntary muscle tensing (dystonia).","Baraitser-Winter syndrome is the term for a condition that includes severe developmental delay, growth and movement problems, and distinctive facial features, including eyes that slant downward, prominent forehead, a large head, and a low nose. {A condition is something that makes a person or animal different from other people or animals of the same kind. This might seem like a negative term, but it isn't. It could be something that is very serious, like a disease that causes death or an illness that causes extreme pain for the person.}"
Answer this question truthfully,What is (are) Head Lice ?,"Head lice are parasitic wingless insects. They live on people's heads and feed on their blood. An adult louse is about the size of a sesame seed. The eggs, called nits, are even smaller - about the size of a knot in thread. Lice and nits are found on or near the scalp, most often at the neckline and behind the ears.    Lice spread by close person-to-person contact. It is possible, but not common, to get lice by sharing personal belongings such as hats or hairbrushes. Children ages 3-11 and their families get head lice most often. Personal hygiene has nothing to do with getting head lice. Head lice do not spread disease.    Symptoms are        - Tickling feeling in the hair    - Frequent itching    - Sores from scratching    - Irritability and difficulty sleeping. Head lice are most active in the dark.       Treatment is recommended for people who have an active infestation of head lice. All household members and other close contacts should be checked and treated if necessary. Some experts also recommend treating anyone who shares a bed with an infested person. It is important to treat everyone at the same time.    Centers for Disease Control and Prevention","Getting head lice is not related to cleanliness of the person or his or her environment. Head lice are mainly spread by direct contact with the hair of an infested person. The most common way to get head lice is by head-to-head contact with a person who already has head lice. Such contact can be common among children during play at school, home, and elsewhere (e.g., sports activities, playgrounds, camp, and slumber parties)."
Answer this question truthfully,What is (are) Miscarriage ?,"A miscarriage is the loss of pregnancy from natural causes before the 20th week of pregnancy. Most miscarriages occur very early in the pregnancy, often before a woman even knows she is pregnant. There are many different causes for a miscarriage. In most cases, there is nothing you can do to prevent a miscarriage.    Factors that may contribute to miscarriage include       - A genetic problem with the fetus. This is the most common cause in the first trimester.    - Problems with the uterus or cervix. These contribute in the second trimester.    - Polycystic ovary syndrome       Signs of a miscarriage can include vaginal spotting or bleeding, abdominal pain or cramping, and fluid or tissue passing from the vagina. Although vaginal bleeding is a common symptom of miscarriage, many women have spotting early in their pregnancy but do not miscarry. But if you are pregnant and have bleeding or spotting, contact your health care provider immediately.    Women who miscarry early in their pregnancy usually do not need any treatment. In some cases, you may need a procedure called a dilatation and curettage (D&C) to remove tissue remaining in the uterus.    Counseling may help you cope with your grief. Later, if you do decide to try again, work closely with your health care provider to lower the risks. Many women who have a miscarriage go on to have healthy babies.    NIH: National Institute of Child Health and Human Development","When a pregnancy fails before 20 weeks, it's called a miscarriage. A pregnancy can end for any number of reasons like a problem with your womb or ovaries, an infection, or a problem with the baby's chromosomes. Your health care provider can give you the facts to help figure out why your pregnancy failed and to help you prevent miscarriages in future pregnancies.{endnote:Miscarriages and stillbirths occur for countless reasons ranging from problems with one or both parents' chromosomes. While the causes of some deaths are relatively straightforward -- for example, infections of the placenta or womb can make it hard for the fetus to develop -- other causes elude scientific answers. The causes of miscarriages and stillbirths are also relatively unknown, but some studies suggest that exposure to heavy metals or pesticides can increase the risk of miscarriage.}

Miscarriages can be terrifying. They also tend to be a private matter for parents. But doctors are increasingly speaking out about the emotional challenges of pregnancy loss, and encouraging couples to see themselves as part of a miscarriage community. While every family's experience is different, we've pulled together some stories to give you a sense of what it's like to go through a miscarriage. "
Answer this question truthfully,What is (are) COG5-congenital disorder of glycosylation ?,"COG5-congenital disorder of glycosylation (COG5-CDG, formerly known as congenital disorder of glycosylation type IIi) is an inherited condition that causes neurological problems and other abnormalities. The pattern and severity of this disorder's signs and symptoms vary among affected individuals.  Individuals with COG5-CDG typically develop signs and symptoms of the condition during infancy. These individuals often have weak muscle tone (hypotonia) and delayed development. Other neurological features include moderate to severe intellectual disability, poor coordination, and difficulty walking. Some affected individuals never learn to speak. Other features of COG5-CDG include short stature, an unusually small head size (microcephaly), and distinctive facial features, which can include ears that are set low and rotated backward, a short neck with a low hairline in the back, and a prominent nose. Less commonly, affected individuals can have hearing loss caused by changes in the inner ear (sensorineural hearing loss), vision impairment, damage to the nerves that control bladder function (a condition called neurogenic bladder), liver disease, and joint deformities (contractures).","COG5-CDG is due to mutations in the COG5 gene. This gene provides instructions for making a protein subunit of the conserved oligomeric Golgi (COG) complex. This protein complex is found in cells throughout the body and helps with the trafficking and processing (post-translational modifications) of various proteins in the Golgi apparatus, a set of chambers that are responsible for packaging, modifying, processing, and moving proteins to their correct destinations in the cell. The COG complex plays a key role in sorting of proteins involved in the function and maintenance of many different types of cells, which include red blood cells (erythrocytes), white blood cells (leukocytes), and cells that produce proteins in the immune system. The COG complex may also be involved in the formation of cell structures called secretory lysosomes, which are used in the removal and processing of old cell material.
Related Diseases: Congenital Dyserythropoietic Anemia Type II, Congenital Hyperinsulinism, Congenital Hyperinsulinism Of Infancy, Congenital Pyloric Stenosis, Congenital Rubella Syndrome, Congenital Thrombocytopenic Purpura"
Answer this question truthfully,What is (are) Sleep Disorders ?,"Is it hard for you to fall asleep or stay asleep through the night? Do you wake up feeling tired or feel very sleepy during the day, even if you have had enough sleep? You might have a sleep disorder. The most common kinds are       - Insomnia - a hard time falling or staying asleep    - Sleep apnea - breathing interruptions during sleep    -  Restless legs syndrome - a tingling or prickly sensation in the legs     - Narcolepsy - daytime ""sleep attacks""       Nightmares, night terrors, sleepwalking, sleep talking, head banging, wetting the bed and grinding your teeth are kinds of sleep problems called parasomnias. There are treatments for most sleep disorders. Sometimes just having regular sleep habits can help.","Sleep disorders (or sleep illnesses) cause excessive sleepiness (drowsiness) at the wrong times (especially when you don't want to be drowsy, like when you're trying to drive or stay awake for a school exam). Some other types of sleep disorders are insomnia (or trouble sleeping), nightmares, and bedwetting. The most common sleep disorder is sleep apnea, which comes with loud snoring and the pauses in breathing."
Answer this question truthfully,What is (are) Hepatic lipase deficiency ?,"Hepatic lipase deficiency is a rare condition that is characterized by increased levels of certain fats (known as triglycerides and cholesterol) in the blood. Affected people may also have increased levels of high-density lipoproteins (HDLs) and decreased levels of low-density lipoproteins (LDLs), which are two molecules that help transport fats throughout the body. Hepatic lipase deficiency may be associated with an increased risk of developing atherosclerosis and/or heart disease; however, additional research is needed on the long-term outlook of people with this condition. Hepatic lipase deficiency is caused by changes (mutations) in the LIPC gene and is inherited in an autosomal recessive manner. Treatment is based on the signs and symptoms present in each person.","Hepatic lipase deficiency is a rare condition characterized by abnormally low levels of lipoproteins (a type of fat [lipid] molecule that transports fats (lipids) around the body) in the blood. These low lipoprotein levels, combined with high cholesterol and triglycerides (another fatty substance), often lead to elevated levels of cholesterol deposited in the arteries (atherosclerosis). Atherosclerosis can lead to a buildup of fatty material in the arteries (atheroma), which can reduce blood flow and in severe cases restrict blood flow to organs such as the heart and brain (causing heart attack and stroke, respectively). Hepatic lipase plays an important role in the removal of cholesterol from atheromas, thus reducing the amount of plaque deposited in the walls of the arteries."
Answer this question truthfully,What is (are) Abdominal Pain ?,"Your abdomen extends from below your chest to your groin. Some people call it the stomach, but your abdomen contains many other important organs. Pain in the abdomen can come from any one of them. The pain may start somewhere else, such as your chest. Severe pain doesn't always mean a serious problem. Nor does mild pain mean a problem is not serious.     Call your healthcare provider if mild pain lasts a week or more or if you have pain with other symptoms. Get medical help immediately if       -  You have abdominal pain that is sudden and sharp    - You also have pain in your chest, neck or shoulder     -  You're vomiting blood or have blood in your stool     -  Your abdomen is stiff, hard and tender to touch     - You can't move your bowels, especially if you're also vomiting","Abdominal pain is pain felt in the abdomen.
The most common causes of abdominal pain are:
  Gastrointestinal problems, such as constipation or diarrhea

        Kidney or bladder problems

        Menstrual cramps"
Answer this question truthfully,What is (are) tetrahydrobiopterin deficiency ?,"Tetrahydrobiopterin deficiency is a rare disorder characterized by a shortage (deficiency) of a molecule called tetrahydrobiopterin or BH4. This condition alters the levels of several substances in the body, including phenylalanine. Phenylalanine is a building block of proteins (an amino acid) that is obtained through the diet. It is found in foods that contain protein and in some artificial sweeteners. High levels of phenylalanine are present from early infancy in people with untreated tetrahydrobiopterin deficiency. This condition also alters the levels of chemicals called neurotransmitters, which transmit signals between nerve cells in the brain.  Infants with tetrahydrobiopterin deficiency appear normal at birth, but medical problems ranging from mild to severe become apparent over time. Signs and symptoms of this condition can include intellectual disability, progressive problems with development, movement disorders, difficulty swallowing, seizures, behavioral problems, and an inability to control body temperature.","Tetrahydrobiopterin (BH4) deficiency is a neurological condition caused by an inborn error of metabolism. BH4 is a substance in the body that enhances the action of other enzymes. Deficiency of BH4 leads to the abnormal production of the amino acid phenylalanine and the low production of certain neurotransmitters. This causes brain damage and seizures in infants. If it is not caught and treated in time, they have severe brain damage and mental retardation."
Answer this question truthfully,What is (are) optic atrophy type 1 ?,"Optic atrophy type 1 is a condition that affects vision. Individuals with this condition have progressive vision loss that typically begins within the first decade of life. The severity of the vision loss varies widely among affected people, even among members of the same family. People with this condition can range from having nearly normal vision to complete blindness. The vision loss usually progresses slowly.  People with optic atrophy type 1 frequently have problems with color vision that make it difficult or impossible to distinguish between shades of blue and green. Other vision problems associated with this condition include a progressive narrowing of the field of vision (tunnel vision) and an abnormally pale appearance (pallor) of the nerve that relays visual information from the eye to the brain (optic nerve). Optic nerve pallor can be detected during an eye examination.","Optic atrophy type 1 is a condition that affects vision. Individuals with this condition have progressive vision loss that typically begins within the first decade of life. The severity of the vision loss varies widely among affected people, even among members of the same family. People with this condition can range from having nearly normal vision to complete blindness."
Answer this question truthfully,What is (are) Long QT syndrome ?,"Long QT syndrome is a disorder of the hearts electrical activity that can cause sudden, uncontrollable, and irregular heartbeats (arrhythmia), which may lead to sudden death. Long QT syndrome can be detected by electrocardiogram (EKG). It can be caused by a variety of different gene mutations (changes). It can also be acquired (noninherited) and may be brought on by certain medicines and other medical conditions.","Long QT syndrome is a disorder of heart rhythm that affects the ventricles, the lower chambers of the heart.
Long QT syndrome is a disorder of heart rhythm that affects the ventricles, the lower chambers of the heart. The ventricles have a very long pause between their contractions, known as the QT interval on an electrocardiogram (ECG). In many cases, a long QT interval predisposes a person to life-threatening cardiac arrhythmias (irregular heartbeats) known as torsades de pointes. These arrhythmias can cause fainting spells, severe palpitations (rapid, strong heartbeats), dizziness, chest pain, seizures, or a sudden drop in blood pressure. Many people have long QT syndrome without any significant symptoms. Some people, especially if the arrhythmia is not treated promptly, may experience sudden cardiac arrest (a stoppage of the heart's pumping action) or sudden death from asystole (the resting rhythm of the heart in which there is no electrical signal in the heart and no contraction). The arrhythmias associated with long QT syndrome may also increase the chance that the person will experience a stroke, fainting, or seizure. Long QT syndrome appears to have at least six subgroups. In about 3.5%"
Answer this question truthfully,What is (are) Infectious Arthritis ?,"Most kinds of arthritis cause pain and swelling in your joints. Joints are places where two bones meet, such as your elbow or knee. Infectious arthritis is an infection in the joint. The infection comes from a bacterial, viral, or fungal infection that spreads from another part of the body. Symptoms of infectious arthritis include       - Intense pain in the joint    - Joint redness and swelling    - Chills and fever    - Inability to move the area with the infected joint       One type of infectious arthritis is reactive arthritis. The reaction is to an infection somewhere else in your body. The joint is usually the knee, ankle, or toe. Sometimes, reactive arthritis is set off by an infection in the bladder, or in the urethra, which carries urine out of the body. In women, an infection in the vagina can cause the reaction. For both men and women, it can start with bacteria passed on during sex. Another form of reactive arthritis starts with eating food or handling something that has bacteria on it.    To diagnose infectious arthritis, your health care provider may do tests of your blood, urine, and joint fluid. Treatment includes medicines and sometimes surgery.","Infectious arthritis is joint pain, soreness, stiffness and swelling caused by a bacterial, viral, or fungal infection that spreads from another part of the body. Depending on the type of infection, one or more joints may be affected. Certain bacteria can cause a form of infectious arthritis called reactive arthritis, which appears to be caused by the immune system reacting to other infections in the body that do not involve the joints. Examples of this sort of infection are salmonellosis or chlamydia. There are several other causes of reactive arthritis, including certain viruses such as cytomegalovirus and Coxsackie-A group viruses, and autoimmune disorders such as rheumatoid arthritis and ankylosing spondylitis. Treatment for infectious arthritis depends on whether it affects joints alone or is caused by a systemic infection. For example, if it is caused by a bacterial infection and the patient is not very ill, oral antibiotics may be given. If the infection is more severe, or systemic, hospitalization may be necessary for intravenous (IV) antibiotics. Other medications that may be prescribed include analgesics and corticosteroid medications to reduce inflammation, antifevers, and/or antivirals. Physical therapy may also be prescribed to strengthen the body and help the joint return to full range of motion.
"
Answer this question truthfully,What is (are) Skin Pigmentation Disorders ?,"Pigmentation means coloring. Skin pigmentation disorders affect the color of your skin. Your skin gets its color from a pigment called melanin. Special cells in the skin make melanin. When these cells become damaged or unhealthy, it affects melanin production. Some pigmentation disorders affect just patches of skin. Others affect your entire body.     If your body makes too much melanin, your skin gets darker. Pregnancy, Addison's disease, and sun exposure all can make your skin darker. If your body makes too little melanin, your skin gets lighter. Vitiligo is a condition that causes patches of light skin. Albinism is a genetic condition affecting a person's skin. A person with albinism may have no color, lighter than normal skin color, or patchy missing skin color. Infections, blisters and burns can also cause lighter skin.","Pigmentation means coloring. Skin pigmentation disorders affect the color of your skin. Your skin gets its color from a pigment called melanin. Special cells in the skin make melanin. When these cells become damaged or unhealthy, it affects melanin production. Some pigmentation disorders affect just patches of skin. Others affect your entire body.     If your body makes little or no melanin, you'll have a skin condition called albinism. Many people withalbinism are missing the protein that activates the melanin-producing cells. Others may have a mutation that causes their melanin-producing cellsto grow too slowly.     If your body produces too much melanin, you have a skin condition called hypermelanosis. People withthis condition may develop skin discoloration."
Answer this question truthfully,"What is (are) blepharophimosis, ptosis, and epicanthus inversus syndrome ?","Blepharophimosis, ptosis, and epicanthus inversus syndrome (BPES) is a condition that mainly affects development of the eyelids. People with this condition have a narrowing of the eye opening (blepharophimosis), droopy eyelids (ptosis), and an upward fold of the skin of the lower eyelid near the inner corner of the eye (epicanthus inversus). In addition, there is an increased distance between the inner corners of the eyes (telecanthus). Because of these eyelid abnormalities, the eyelids cannot open fully, and vision may be limited.  Other structures in the eyes and face may be mildly affected by BPES. Affected individuals are at an increased risk of developing vision problems such as nearsightedness (myopia) or farsightedness (hyperopia) beginning in childhood. They may also have eyes that do not point in the same direction (strabismus) or ""lazy eye"" (amblyopia) affecting one or both eyes. People with BPES may also have distinctive facial features including a broad nasal bridge, low-set ears, or a shortened distance between the nose and upper lip (a short philtrum).  There are two types of BPES, which are distinguished by their signs and symptoms. Both types I and II include the eyelid malformations and other facial features. Type I is also associated with an early loss of ovarian function (primary ovarian insufficiency) in women, which causes their menstrual periods to become less frequent and eventually stop before age 40. Primary ovarian insufficiency can lead to difficulty conceiving a child (subfertility) or a complete inability to conceive (infertility).","Blepharophimosis, ptosis, and epicanthus inversus syndrome (BPES) is a condition that mainly affects development of the eyelids. People with this condition have a narrowing of the eye opening (blepharophimosis), droopy eyelids (ptosis), and an upward fold of the skin of the lower eyelid near the inner corner of the eye (epicanthus inversus). Individuals with BPES also have small folds of skin that extend from the eyelid margin to the eyelashes (epicanthal skin). In some affected people, excess skin between the eyebrow and eyelid (superciliary skin) forms a V-shaped arch over the eye. This gives the face an appearance of being triangular, with a rounded forehead and chin.

In addition to these facial features, people with BPES may have a reduced amount of hair on the scalp, a high-pitched voice (usually a result of abnormal closure of the larynx after birth), short arms and legs, abnormalities of the ear canal that lead to hearing loss, and abnormal development of the teeth.

There are three forms of BPES that are defined primarily by differences in severity of the eyelid and facial abnormalities. The most severe form, BPES type 1, also affects growth before and after birth, and"
Answer this question truthfully,What is (are) Degenerative Nerve Diseases ?,"Degenerative nerve diseases affect many of your body's activities, such as balance, movement, talking, breathing, and heart function. Many of these diseases are genetic. Sometimes the cause is a medical condition such as alcoholism, a tumor, or a stroke. Other causes may include toxins, chemicals, and viruses. Sometimes the cause is not known.    Degenerative nerve diseases include       -  Alzheimer's disease    -  Amyotrophic lateral sclerosis    - Friedreich's ataxia    -  Huntington's disease    -  Lewy body disease    - Parkinson's disease     -  Spinal muscular atrophy       Degenerative nerve diseases can be serious or life-threatening. It depends on the type. Most of them have no cure. Treatments may help improve symptoms, relieve pain, and increase mobility.","Degenerative nerve diseases are health conditions that involve the decline of nerve function due to a breakdown of nerve cells, or nerves, in the body. There are different types of nerve diseases, based on the type of nerve that degenerates. They can be life-threatening, serious, or less serious, depending on their type."
Answer this question truthfully,What is (are) Aplasia cutis congenita ?,"Aplasia cutis congenita is a condition in which there is congenital (present from birth) absence of skin, with or without the absence of underlying structures such as bone. It most commonly affects the scalp, but any location of the body can be affected. While most people with aplasia cutis congenita have no other abnormalities, some people have congenital malformations involving the cardiovascular (heart), gastrointestinal, genitourinary, and central nervous systems. The cause of this condition is unclear and appears to be multifactorial (many different factors appear to play a role); contributing factors may include teratogens, genes, trauma, and compromised skin perfusion.","What is (are) Aplasia cutis congenita?

A rare birth defect with no hair or skin in a small area of the scalp. The area is often small, but it can also be large. The hair and skin may not grow in that space and may not become present. This might be a problem later in life if the area is on the scalp and becomes exposed or irritated. Sometimes this happens to twins when the other twin's arm comes in contact with or touches the head and the space never heals like it normally would. Another condition, called aplasia cutis congenita, is a type of birth defect that involves hair and skin missing in an area of the skull.

Aplasia cutis congenita is a defect in the skin on the scalp that affects hair growth."
Answer this question truthfully,What is (are) Leukoencephalopathy with vanishing white matter ?,"Leukoencephalopathy with vanishing white matter is a progressive disorder that mainly affects the central nervous system (CNS). This disorder causes deterioration of white matter, which consists of nerve fibers covered by myelin (the substance that protects the nerves). Most affected people begin to have signs and symptoms during childhood, but symptoms may first become apparent anywhere from before birth to adulthood. Symptoms may include difficulty coordinating movements (ataxia); muscle stiffness (spasticity); and optic atrophy. Symptoms may worsen rapidly with episodes of fever, after head trauma, or with other stresses on the body. This disorder may be caused by mutations in any of 5 genes and is inherited in an autosomal recessive manner. There is no specific treatment, and prognosis seems to correlate with the age of onset, the earliest forms being more severe.","Leukoencephalopathy with vanishing white matter is a genetic disorder that affects the brain, particularly the white matter of the brain.
"
Answer this question truthfully,What is (are) Long QT syndrome 1 ?,"Romano-Ward syndrome is the most common form of inherited long QT syndrome. Symptoms include arrhythmia, fainting, cardiac arrest, and sudden death. There are six different types of this syndrome, long QT 1 through 6. Each type is caused by a change in a different gene. The most prevalent form of long QT syndrome is long QT type 1. Long QT type 1 is caused by changes in the KCNQ1 gene. Romano-Ward syndrome is inherited in an autosomal dominant fashion.","Romano-Ward syndrome is the most common form of inherited long QT syndrome.Symptoms include arrhythmia, fainting, cardiac arrest, and sudden death. There are six different types of this syndrome, long QT 1 through 6. Each type is caused by a change in a different gene."
Answer this question truthfully,What is (are) combined pituitary hormone deficiency ?,"Combined pituitary hormone deficiency is a condition that causes a shortage (deficiency) of several hormones produced by the pituitary gland, which is located at the base of the brain. A lack of these hormones may affect the development of many parts of the body. The first signs of this condition include a failure to grow at the expected rate and short stature that usually becomes apparent in early childhood.  People with combined pituitary hormone deficiency may have hypothyroidism, which is underactivity of the butterfly-shaped thyroid gland in the lower neck. Hypothyroidism can cause many symptoms, including weight gain and fatigue. Other features of combined pituitary hormone deficiency include delayed or absent puberty and lack the ability to have biological children (infertility). The condition can also be associated with a deficiency of the hormone cortisol. Cortisol deficiency can impair the body's immune system, causing individuals to be more susceptible to infection.  Rarely, people with combined pituitary hormone deficiency have intellectual disability; a short, stiff neck; or underdeveloped optic nerves, which carry visual information from the eyes to the brain.","Combined pituitary hormone deficiency is a condition that causes a shortage of several hormones produced by the pituitary gland. A lack of these hormones may affect the development of many parts of the body. The first signs of this condition include a failure to grow at the expected rate and short stature
"
Answer this question truthfully,What is (are) High Blood Pressure in Pregnancy ?,"If you are pregnant, high blood pressure can cause problems for you and your unborn baby. You may have had high blood pressure before you got pregnant. Or you may get it once you are pregnant - a condition called gestational hypertension. Either one can cause low birth weight or premature delivery of the baby.    Controlling your blood pressure during pregnancy and getting regular prenatal care are important for the health of you and your baby. Treatments for high blood pressure in pregnancy may include close monitoring of the baby, lifestyle changes, and certain medicines.    Some pregnant women with high blood pressure develop preeclampsia. It's a sudden increase in blood pressure after the 20th week of pregnancy. It can be life-threatening for both you and the unborn baby. There is no proven way to prevent it. Most women who have signs of preeclampsia are closely monitored to lessen or avoid complications. The only way to ""cure"" preeclampsia is to deliver the baby.    NIH: National Heart, Lung, and Blood Institute","High blood pressure (HBP) is also known as hypertension. It is when the force of the blood against the walls of the arteries is high enough to cause health problems, such as heart diseases. HBP is sometimes normal for pregnant women. But it can be dangerous for the mother and the baby. For these people, it is very important to follow health care provider's advice carefully."
Answer this question truthfully,What is (are) Holes in the Heart ?,"Holes in the heart are simple congenital (kon-JEN-ih-tal) heart defects. Congenital heart defects are problems with the heart's structure that are present at birth. These defects change the normal flow of blood through the heart.
                
The heart has two sides, separated by an inner wall called the septum. With each heartbeat, the right side of the heart receives oxygen-poor blood from the body and pumps it to the lungs. The left side of the heart receives oxygen-rich blood from the lungs and pumps it to the body.
                
The septum prevents mixing of blood between the two sides of the heart. However, some babies are born with holes in the upper or lower septum.
                
A hole in the septum between the heart's two upper chambers is called an atrial septal defect (ASD). A hole in the septum between the heart's two lower chambers is called a ventricular septal defect (VSD).
                
ASDs and VSDs allow blood to pass from the left side of the heart to the right side. Thus, oxygen-rich blood mixes with oxygen-poor blood. As a result, some oxygen-rich blood is pumped to the lungs instead of the body.
                
Over the past few decades, the diagnosis and treatment of ASDs and VSDs have greatly improved. Children who have simple congenital heart defects can survive to adulthood. They can live normal, active lives because their heart defects close on their own or have been repaired.",Holes in the heart are simple congenital (kon-JEN-ih-tal) heart defects. Congenital heart defects are problems with the heart's structure that are present at birth. These defects change the normal flow of blood through the heart.
Answer this question truthfully,What is (are) Familial hyperinsulinism ?,"Familial hyperinsulinism is an inherited condition that causes individuals to have abnormally high levels of insulin, which leads to frequent episodes of low blood sugar (hypoglycemia). In infants and young children, these episodes are characterized by a lack of energy (lethargy), irritability, and/or difficulty feeding. Repeated episodes of low blood sugar increase the risk for serious complications such as seizures, intellectual disability, breathing difficulties, and/or coma. Unlike typical episodes of hypoglycemia, which occur after periods without food (fasting), episodes of hypoglycemia in people with familial hyperinsulinism can also occur after eating or exercising. Mutations in at least seven genes have been found to cause this condition. It is often inherited in an autosomal recessive pattern or less commonly, an autosomal dominant pattern.","Familial hyperinsulinism is an inherited condition characterized by episodes of low blood sugar (hypoglycemia), which is often triggered by eating food. These episodes, which can occur within hours or days of eating, cause severe lethargy due to a malfunction of the nervous system that is the result of low blood sugar. People with this condition have low levels of insulin in their blood that are not properly elevated after meals. People with familial hyperinsulinism have persistent blood sugar levels that are too low and that do not rise in response to food or exercise. It is an uncommon condition. The majority of affected individuals have severe episodes of low blood sugar that can cause seizures, intellectual disability, breathing difficulties, and/or coma. There are several different forms of this condition. The most common form, known as persistent hyperinsulinemic hypoglycemia of infancy (PHHI), begins in infancy or early childhood. It is often inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition. Other forms of this condition can be inherited in either an autosomal recessive or autosomal dominant pattern or"
