instruction,input,output,response
Answer this question truthfully,What is (are) Charcot-Marie-Tooth disease type 1A ?,Charcot-Marie-Tooth disease type 1A (CMT1A) is a type of inherited neurological disorder that affects the peripheral nerves. Affected individuals experience weakness and wasting (atrophy) of the muscles of the lower legs beginning in adolescence; later they experience hand weakness and sensory loss. CMT1A is caused by having an extra copy (a duplication) of the PMP22 gene. It is inherited in an autosomal dominant manner. Treatment for this condition may include physical therapy; occupational therapy; braces and other orthopedic devices; orthopedic surgery; and pain medications.,"Charcot-Marie-Tooth disease type 1A (CMT1A) is a hereditary disorder that affects the peripheral nerves. It is the most common form of Charcot-Marie-Tooth disease. CMT1A is caused by a duplication of a segment of chromosome 17. This duplication results in the production of an abnormal protein that damages the myelin sheath, the protective covering of the nerve. The myelin sheath is essential for the proper functioning of the nerve. The damage to the myelin sheath causes the symptoms of CMT1A. The symptoms of CMT1A usually begin in childhood or adolescence. The first symptoms are often foot deformities, such as high arches or hammertoes. As the disease progresses, the muscles in the feet and legs become weak and waste away (atrophy). The muscles in the hands and arms may also be affected. The symptoms of CMT1A can vary greatly from one person to another. Some people may have only mild symptoms, while others may be severely affected. There is no cure for CMT1A. Treatment is aimed at relieving symptoms and preventing complications. Physical"
Answer this question truthfully,What is (are) Erb-Duchenne and Dejerine-Klumpke Palsies ?,"The brachial plexus is a network of nerves that conducts signals from the spine to the shoulder, arm, and hand. Brachial plexus injuries are caused by damage to those nerves. Erb-Duchenne (Erb's) palsy refers to paralysis of the upper brachial plexus. Dejerine-Klumpke (Klumpke's) palsy refers to paralysis of the lower brachial plexus. Although injuries can occur at any time, many brachial plexus injuries happen when a baby's shoulders become impacted during delivery and the brachial plexus nerves stretch or tear. There are four types of brachial plexus injuries: avulsion, the most severe type, in which the nerve is torn from the spine; rupture, in which the nerve is torn but not at the spinal attachment; neuroma, in which the nerve has torn and healed but scar tissue puts pressure on the injured nerve and prevents it from conducting signals to the muscles; and neuropraxia or stretch, in which the nerve has been damaged but not torn. Neuropraxia is the most common type of brachial plexus injury. Symptoms of brachial plexus injury may include a limp or paralyzed arm; lack of muscle control in the arm, hand, or wrist; and lack of feeling or sensation in the arm or hand.","Erb-Duchenne and Dejerine-Klumpke palsies are types of brachial plexus injuries. The brachial plexus is a network of nerves that connects the spinal cord to the shoulder, arm, and hand. Erb-Duchenne palsy affects the upper brachial plexus and causes weakness or paralysis in the arm and shoulder. Dejerine-Klumpke palsy affects the lower brachial plexus and causes weakness or paralysis in the hand and fingers. These injuries can occur during childbirth or as a result of trauma. Treatment may include physical therapy, medication, and surgery."
Answer this question truthfully,What is (are) Baraitser-Winter syndrome ?,"Baraitser-Winter syndrome is a condition that affects the development of many parts of the body, particularly the face and the brain.  An unusual facial appearance is the most common characteristic of Baraitser-Winter syndrome. Distinctive facial features can include widely spaced eyes (hypertelorism), large eyelid openings, droopy eyelids (ptosis), high-arched eyebrows, a broad nasal bridge and tip of the nose, a long space between the nose and upper lip (philtrum), full cheeks, and a pointed chin.  Structural brain abnormalities are also present in most people with Baraitser-Winter syndrome. These abnormalities are related to impaired neuronal migration, a process by which nerve cells (neurons) move to their proper positions in the developing brain. The most frequent brain abnormality associated with Baraitser-Winter syndrome is pachygyria, which is an area of the brain that has an abnormally smooth surface with fewer folds and grooves. Less commonly, affected individuals have lissencephaly, which is similar to pachygyria but involves the entire brain surface. These structural changes can cause mild to severe intellectual disability, developmental delay, and seizures.  Other features of Baraitser-Winter syndrome can include short stature, ear abnormalities and hearing loss, heart defects, presence of an extra (duplicated) thumb, and abnormalities of the kidneys and urinary system. Some affected individuals have limited movement of large joints, such as the elbows and knees, which may be present at birth or develop over time. Rarely, people with Baraitser-Winter syndrome have involuntary muscle tensing (dystonia).","Baraitser-Winter syndrome is a rare genetic disorder characterized by intellectual disability, distinctive facial features, and other physical abnormalities. The facial features include a broad forehead, a prominent nose, a short neck, and a low-set, malformed ear. Other features may include a small jaw, a high-arched palate, and a cleft palate. Some affected individuals have a heart defect, such as a hole in the wall between the two lower chambers of the heart (ventricular septal defect). Baraitser-Winter syndrome is caused by mutations in the RAI1 gene and is inherited in an autosomal dominant manner. Treatment is based on the signs and symptoms present in each person."
Answer this question truthfully,What is (are) Head Lice ?,"Head lice are parasitic wingless insects. They live on people's heads and feed on their blood. An adult louse is about the size of a sesame seed. The eggs, called nits, are even smaller - about the size of a knot in thread. Lice and nits are found on or near the scalp, most often at the neckline and behind the ears.    Lice spread by close person-to-person contact. It is possible, but not common, to get lice by sharing personal belongings such as hats or hairbrushes. Children ages 3-11 and their families get head lice most often. Personal hygiene has nothing to do with getting head lice. Head lice do not spread disease.    Symptoms are        - Tickling feeling in the hair    - Frequent itching    - Sores from scratching    - Irritability and difficulty sleeping. Head lice are most active in the dark.       Treatment is recommended for people who have an active infestation of head lice. All household members and other close contacts should be checked and treated if necessary. Some experts also recommend treating anyone who shares a bed with an infested person. It is important to treat everyone at the same time.    Centers for Disease Control and Prevention","Head lice are tiny insects that live on the human scalp. They are about the size of a sesame seed and are grayish-white. Head lice feed on human blood and live close to the scalp. Head lice are not dangerous and do not spread disease. However, they can cause itching and sometimes sores on the scalp. Head lice are most common in children between the ages of 3 and 11. Head lice are not a sign of poor hygiene. Anyone can get head lice."
Answer this question truthfully,What is (are) Miscarriage ?,"A miscarriage is the loss of pregnancy from natural causes before the 20th week of pregnancy. Most miscarriages occur very early in the pregnancy, often before a woman even knows she is pregnant. There are many different causes for a miscarriage. In most cases, there is nothing you can do to prevent a miscarriage.    Factors that may contribute to miscarriage include       - A genetic problem with the fetus. This is the most common cause in the first trimester.    - Problems with the uterus or cervix. These contribute in the second trimester.    - Polycystic ovary syndrome       Signs of a miscarriage can include vaginal spotting or bleeding, abdominal pain or cramping, and fluid or tissue passing from the vagina. Although vaginal bleeding is a common symptom of miscarriage, many women have spotting early in their pregnancy but do not miscarry. But if you are pregnant and have bleeding or spotting, contact your health care provider immediately.    Women who miscarry early in their pregnancy usually do not need any treatment. In some cases, you may need a procedure called a dilatation and curettage (D&C) to remove tissue remaining in the uterus.    Counseling may help you cope with your grief. Later, if you do decide to try again, work closely with your health care provider to lower the risks. Many women who have a miscarriage go on to have healthy babies.    NIH: National Institute of Child Health and Human Development","Miscarriage is the loss of a pregnancy before the 20th week. Most miscarriages happen in the first 3 months of pregnancy. Miscarriage is also called spontaneous abortion. It is not the same as a stillbirth, which is the loss of a baby after 20 weeks of pregnancy.    Miscarriage is common. About 10 to 20 percent of known pregnancies end in miscarriage. The risk of miscarriage increases with age. Women in their 20s have a 10 to 20 percent chance of having a miscarriage. Women in their 40s have a 40 to 60 percent chance.    Miscarriage is usually caused by a problem in the developing embryo or a problem in the way the placenta, the organ that nourishes the embryo, is formed. Most miscarriages are not caused by something the woman did or did not do.    If you have a miscarriage, you may have vaginal bleeding and cramping that is worse than normal menstrual cramps. You may pass tissue that looks like thick blood clots or clumps of tissue. You may also pass"
Answer this question truthfully,What is (are) COG5-congenital disorder of glycosylation ?,"COG5-congenital disorder of glycosylation (COG5-CDG, formerly known as congenital disorder of glycosylation type IIi) is an inherited condition that causes neurological problems and other abnormalities. The pattern and severity of this disorder's signs and symptoms vary among affected individuals.  Individuals with COG5-CDG typically develop signs and symptoms of the condition during infancy. These individuals often have weak muscle tone (hypotonia) and delayed development. Other neurological features include moderate to severe intellectual disability, poor coordination, and difficulty walking. Some affected individuals never learn to speak. Other features of COG5-CDG include short stature, an unusually small head size (microcephaly), and distinctive facial features, which can include ears that are set low and rotated backward, a short neck with a low hairline in the back, and a prominent nose. Less commonly, affected individuals can have hearing loss caused by changes in the inner ear (sensorineural hearing loss), vision impairment, damage to the nerves that control bladder function (a condition called neurogenic bladder), liver disease, and joint deformities (contractures).","COG5-congenital disorder of glycosylation (COG5-CDG) is a rare inherited disorder that affects the way the body makes a specific type of sugar molecule. This sugar molecule is called N-glycan. N-glycans are attached to proteins and play a role in the normal function of many organs and tissues in the body. COG5-CDG is caused by mutations in the COG5 gene. The COG5 gene provides instructions for making a protein that is part of a complex called the dolichol phosphate mannose (DPM) pathway. The DPM pathway is involved in the production of N-glycans. Mutations in the COG5 gene disrupt the function of the COG5 protein, which impairs the DPM pathway and reduces the amount of N-glycans produced. The lack of N-glycans leads to the signs and symptoms of COG5-CDG.  COG5-CDG is characterized by developmental delay, intellectual disability, and seizures. Other features may include liver disease, kidney problems, and problems with the blood vessels that supply the brain (c"
Answer this question truthfully,What is (are) Sleep Disorders ?,"Is it hard for you to fall asleep or stay asleep through the night? Do you wake up feeling tired or feel very sleepy during the day, even if you have had enough sleep? You might have a sleep disorder. The most common kinds are       - Insomnia - a hard time falling or staying asleep    - Sleep apnea - breathing interruptions during sleep    -  Restless legs syndrome - a tingling or prickly sensation in the legs     - Narcolepsy - daytime ""sleep attacks""       Nightmares, night terrors, sleepwalking, sleep talking, head banging, wetting the bed and grinding your teeth are kinds of sleep problems called parasomnias. There are treatments for most sleep disorders. Sometimes just having regular sleep habits can help.","Sleep disorders are conditions related to sleep patterns that disturb your normal sleep. The disorders can interfere with your ability to perform daily activities and may have a negative impact on physical health, quality of life, and even longevity. Sleep disorders are often a symptom of another condition or problem such as stress, chronic pain, or a mental health disorder. Some sleep disorders are chronic, meaning they last a long time. Others are short-term. Sleep disorders can be either a primary problem or a secondary problem caused by other factors. Primary sleep disorders are not caused by other medical conditions or substances. Secondary sleep disorders are caused by other factors such as medications, medical conditions, or substances."
Answer this question truthfully,What is (are) Hepatic lipase deficiency ?,"Hepatic lipase deficiency is a rare condition that is characterized by increased levels of certain fats (known as triglycerides and cholesterol) in the blood. Affected people may also have increased levels of high-density lipoproteins (HDLs) and decreased levels of low-density lipoproteins (LDLs), which are two molecules that help transport fats throughout the body. Hepatic lipase deficiency may be associated with an increased risk of developing atherosclerosis and/or heart disease; however, additional research is needed on the long-term outlook of people with this condition. Hepatic lipase deficiency is caused by changes (mutations) in the LIPC gene and is inherited in an autosomal recessive manner. Treatment is based on the signs and symptoms present in each person.","Hepatic lipase deficiency is a rare genetic disorder that affects the body's ability to break down fats. This condition is characterized by high levels of triglycerides (fats) in the blood, which can lead to a variety of health problems. Hepatic lipase deficiency is caused by mutations in the LIPC gene and is inherited in an autosomal recessive manner. Treatment is focused on managing the symptoms and preventing complications."
Answer this question truthfully,What is (are) Abdominal Pain ?,"Your abdomen extends from below your chest to your groin. Some people call it the stomach, but your abdomen contains many other important organs. Pain in the abdomen can come from any one of them. The pain may start somewhere else, such as your chest. Severe pain doesn't always mean a serious problem. Nor does mild pain mean a problem is not serious.     Call your healthcare provider if mild pain lasts a week or more or if you have pain with other symptoms. Get medical help immediately if       -  You have abdominal pain that is sudden and sharp    - You also have pain in your chest, neck or shoulder     -  You're vomiting blood or have blood in your stool     -  Your abdomen is stiff, hard and tender to touch     - You can't move your bowels, especially if you're also vomiting","Abdominal pain is a common symptom that can be caused by a wide variety of conditions. The pain may be localized to one area of the abdomen or it may be more generalized. The pain may be mild or severe, and it may be constant or intermittent. Abdominal pain can be caused by a number of conditions, including:  - Inflammation of the lining of the abdominal cavity (peritonitis)  - Inflammation of the appendix (appendicitis)  - Inflammation of the gallbladder (cholecystitis)  - Inflammation of the pancreas (pancreatitis)  - Inflammation of the stomach or intestines (gastroenteritis)  - Inflammation of the colon (colitis)  - Inflammation of the small intestine (enteritis)  - Inflammation of the large intestine (proctitis)  - Inflammation of the urinary tract (pyelonephritis)  - Inflammation of the ovaries (pelvic inflammatory disease)"
Answer this question truthfully,What is (are) tetrahydrobiopterin deficiency ?,"Tetrahydrobiopterin deficiency is a rare disorder characterized by a shortage (deficiency) of a molecule called tetrahydrobiopterin or BH4. This condition alters the levels of several substances in the body, including phenylalanine. Phenylalanine is a building block of proteins (an amino acid) that is obtained through the diet. It is found in foods that contain protein and in some artificial sweeteners. High levels of phenylalanine are present from early infancy in people with untreated tetrahydrobiopterin deficiency. This condition also alters the levels of chemicals called neurotransmitters, which transmit signals between nerve cells in the brain.  Infants with tetrahydrobiopterin deficiency appear normal at birth, but medical problems ranging from mild to severe become apparent over time. Signs and symptoms of this condition can include intellectual disability, progressive problems with development, movement disorders, difficulty swallowing, seizures, behavioral problems, and an inability to control body temperature.","Tetrahydrobiopterin deficiency is a rare genetic disorder that affects the body's ability to make a substance called tetrahydrobiopterin (BH4). This substance is necessary for the body to make certain chemicals that are important for normal growth and development. Tetrahydrobiopterin deficiency can cause a variety of symptoms, including seizures, developmental delay, and problems with movement and coordination. It can also cause a skin condition called pellagra, which is characterized by skin rashes, diarrhea, and other symptoms. Tetrahydrobiopterin deficiency is caused by mutations in the genes that make the enzymes needed to make tetrahydrobiopterin. It is inherited in an autosomal recessive pattern, which means that a person must inherit two copies of the mutated gene, one from each parent, to have the disorder. Treatment for tetrahydrobiopterin deficiency typically involves taking supplements of tetrahydrobiopterin or related compounds."
Answer this question truthfully,What is (are) optic atrophy type 1 ?,"Optic atrophy type 1 is a condition that affects vision. Individuals with this condition have progressive vision loss that typically begins within the first decade of life. The severity of the vision loss varies widely among affected people, even among members of the same family. People with this condition can range from having nearly normal vision to complete blindness. The vision loss usually progresses slowly.  People with optic atrophy type 1 frequently have problems with color vision that make it difficult or impossible to distinguish between shades of blue and green. Other vision problems associated with this condition include a progressive narrowing of the field of vision (tunnel vision) and an abnormally pale appearance (pallor) of the nerve that relays visual information from the eye to the brain (optic nerve). Optic nerve pallor can be detected during an eye examination.","Optic atrophy type 1 is a rare inherited disorder that causes progressive vision loss. It is characterized by the degeneration of the optic nerve, which is the nerve that carries visual information from the eye to the brain. The condition is caused by mutations in the OPA1 gene and is inherited in an autosomal dominant manner. Symptoms usually begin in childhood or adolescence and include decreased visual acuity, color vision deficits, and visual field loss. There is currently no cure for optic atrophy type 1, but treatment may include the use of low vision aids and medications to manage symptoms."
Answer this question truthfully,What is (are) Long QT syndrome ?,"Long QT syndrome is a disorder of the hearts electrical activity that can cause sudden, uncontrollable, and irregular heartbeats (arrhythmia), which may lead to sudden death. Long QT syndrome can be detected by electrocardiogram (EKG). It can be caused by a variety of different gene mutations (changes). It can also be acquired (noninherited) and may be brought on by certain medicines and other medical conditions.","Long QT syndrome is a heart condition that affects the electrical system of the heart. It is characterized by a prolonged QT interval on an electrocardiogram (ECG). The QT interval is the time it takes for the heart to recharge between beats. A prolonged QT interval can lead to abnormal heart rhythms (arrhythmias) and an increased risk of sudden death. Long QT syndrome can be inherited or acquired. Inherited long QT syndrome is caused by mutations in one of several genes that are involved in the electrical system of the heart. Acquired long QT syndrome can be caused by certain medications, electrolyte imbalances, or other medical conditions. Treatment for long QT syndrome depends on the underlying cause and may include medications, dietary changes, and avoidance of certain triggers."
Answer this question truthfully,What is (are) Infectious Arthritis ?,"Most kinds of arthritis cause pain and swelling in your joints. Joints are places where two bones meet, such as your elbow or knee. Infectious arthritis is an infection in the joint. The infection comes from a bacterial, viral, or fungal infection that spreads from another part of the body. Symptoms of infectious arthritis include       - Intense pain in the joint    - Joint redness and swelling    - Chills and fever    - Inability to move the area with the infected joint       One type of infectious arthritis is reactive arthritis. The reaction is to an infection somewhere else in your body. The joint is usually the knee, ankle, or toe. Sometimes, reactive arthritis is set off by an infection in the bladder, or in the urethra, which carries urine out of the body. In women, an infection in the vagina can cause the reaction. For both men and women, it can start with bacteria passed on during sex. Another form of reactive arthritis starts with eating food or handling something that has bacteria on it.    To diagnose infectious arthritis, your health care provider may do tests of your blood, urine, and joint fluid. Treatment includes medicines and sometimes surgery.","Infectious arthritis is inflammation of the joints caused by an infection. The infection can be caused by bacteria, viruses, or fungi. Infectious arthritis can affect any joint in the body, but it most commonly affects the knees, ankles, hips, and wrists. Infectious arthritis can be acute (sudden onset) or chronic (long-lasting). Acute infectious arthritis is usually caused by bacteria, while chronic infectious arthritis is usually caused by fungi. Infectious arthritis can be very serious and can cause permanent joint damage if not treated promptly."
Answer this question truthfully,What is (are) Skin Pigmentation Disorders ?,"Pigmentation means coloring. Skin pigmentation disorders affect the color of your skin. Your skin gets its color from a pigment called melanin. Special cells in the skin make melanin. When these cells become damaged or unhealthy, it affects melanin production. Some pigmentation disorders affect just patches of skin. Others affect your entire body.     If your body makes too much melanin, your skin gets darker. Pregnancy, Addison's disease, and sun exposure all can make your skin darker. If your body makes too little melanin, your skin gets lighter. Vitiligo is a condition that causes patches of light skin. Albinism is a genetic condition affecting a person's skin. A person with albinism may have no color, lighter than normal skin color, or patchy missing skin color. Infections, blisters and burns can also cause lighter skin.","Skin pigmentation disorders are conditions that affect the color of the skin. The skin's color is determined by the amount of a pigment called melanin. Melanin is produced by cells called melanocytes. The melanocytes are found in the lower layer of the skin, called the dermis. The melanin is then transferred to skin cells called keratinocytes. The keratinocytes move to the top layer of the skin, the epidermis, where they die and give the skin its color. Skin pigmentation disorders can be caused by too much or too little melanin. They can also be caused by changes in the way melanin is made or distributed in the skin. Some skin pigmentation disorders are present at birth (congenital). Others develop later in life. Some are caused by exposure to certain substances, such as medications or chemicals. Some are caused by inflammation or injury to the skin. Some skin pigmentation disorders are harmless. Others can be a sign of an underlying disease. Some can be treated. Others cannot."
Answer this question truthfully,"What is (are) blepharophimosis, ptosis, and epicanthus inversus syndrome ?","Blepharophimosis, ptosis, and epicanthus inversus syndrome (BPES) is a condition that mainly affects development of the eyelids. People with this condition have a narrowing of the eye opening (blepharophimosis), droopy eyelids (ptosis), and an upward fold of the skin of the lower eyelid near the inner corner of the eye (epicanthus inversus). In addition, there is an increased distance between the inner corners of the eyes (telecanthus). Because of these eyelid abnormalities, the eyelids cannot open fully, and vision may be limited.  Other structures in the eyes and face may be mildly affected by BPES. Affected individuals are at an increased risk of developing vision problems such as nearsightedness (myopia) or farsightedness (hyperopia) beginning in childhood. They may also have eyes that do not point in the same direction (strabismus) or ""lazy eye"" (amblyopia) affecting one or both eyes. People with BPES may also have distinctive facial features including a broad nasal bridge, low-set ears, or a shortened distance between the nose and upper lip (a short philtrum).  There are two types of BPES, which are distinguished by their signs and symptoms. Both types I and II include the eyelid malformations and other facial features. Type I is also associated with an early loss of ovarian function (primary ovarian insufficiency) in women, which causes their menstrual periods to become less frequent and eventually stop before age 40. Primary ovarian insufficiency can lead to difficulty conceiving a child (subfertility) or a complete inability to conceive (infertility).","Blepharophimosis, ptosis, and epicanthus inversus syndrome (BPES) is a rare genetic disorder that affects the eyelids. The condition is characterized by the following features: 1. Blepharophimosis: This is a condition in which the eyelids are fused together, causing the eyelids to be narrow and the eyes to appear small. 2. Ptosis: This is a condition in which the upper eyelid droops, covering part of the pupil. 3. Epicanthus inversus: This is a condition in which the inner corner of the eye is turned inward. BPES is caused by mutations in the FOXL2 gene. The condition is inherited in an autosomal dominant manner. Treatment for BPES may include surgery to correct the eyelid abnormalities."
Answer this question truthfully,What is (are) Degenerative Nerve Diseases ?,"Degenerative nerve diseases affect many of your body's activities, such as balance, movement, talking, breathing, and heart function. Many of these diseases are genetic. Sometimes the cause is a medical condition such as alcoholism, a tumor, or a stroke. Other causes may include toxins, chemicals, and viruses. Sometimes the cause is not known.    Degenerative nerve diseases include       -  Alzheimer's disease    -  Amyotrophic lateral sclerosis    - Friedreich's ataxia    -  Huntington's disease    -  Lewy body disease    - Parkinson's disease     -  Spinal muscular atrophy       Degenerative nerve diseases can be serious or life-threatening. It depends on the type. Most of them have no cure. Treatments may help improve symptoms, relieve pain, and increase mobility.","Degenerative nerve diseases are a group of disorders that affect the nerves and muscles. These diseases are characterized by the progressive loss of nerve function. Degenerative nerve diseases can affect the nerves in the spinal cord, the nerves that control the muscles, or both. The most common degenerative nerve diseases are amyotrophic lateral sclerosis (ALS), Charcot-Marie-Tooth disease (CMT), and Friedreich's ataxia. These diseases can cause muscle weakness, muscle wasting, and difficulty with movement. They can also cause problems with sensation, balance, and speech. There is no cure for degenerative nerve diseases, but treatments can help manage symptoms and improve quality of life."
Answer this question truthfully,What is (are) Aplasia cutis congenita ?,"Aplasia cutis congenita is a condition in which there is congenital (present from birth) absence of skin, with or without the absence of underlying structures such as bone. It most commonly affects the scalp, but any location of the body can be affected. While most people with aplasia cutis congenita have no other abnormalities, some people have congenital malformations involving the cardiovascular (heart), gastrointestinal, genitourinary, and central nervous systems. The cause of this condition is unclear and appears to be multifactorial (many different factors appear to play a role); contributing factors may include teratogens, genes, trauma, and compromised skin perfusion.","Aplasia cutis congenita is a rare birth defect that causes a missing or underdeveloped area of skin, usually on the scalp. The condition is present at birth and may be associated with other birth defects. The cause of aplasia cutis congenita is unknown. It is not inherited. Treatment depends on the size and location of the affected area."
Answer this question truthfully,What is (are) Leukoencephalopathy with vanishing white matter ?,"Leukoencephalopathy with vanishing white matter is a progressive disorder that mainly affects the central nervous system (CNS). This disorder causes deterioration of white matter, which consists of nerve fibers covered by myelin (the substance that protects the nerves). Most affected people begin to have signs and symptoms during childhood, but symptoms may first become apparent anywhere from before birth to adulthood. Symptoms may include difficulty coordinating movements (ataxia); muscle stiffness (spasticity); and optic atrophy. Symptoms may worsen rapidly with episodes of fever, after head trauma, or with other stresses on the body. This disorder may be caused by mutations in any of 5 genes and is inherited in an autosomal recessive manner. There is no specific treatment, and prognosis seems to correlate with the age of onset, the earliest forms being more severe.","Leukoencephalopathy with vanishing white matter (LVWM) is a rare, inherited disorder that affects the brain's white matter. White matter is the part of the brain that contains nerve fibers covered by a fatty substance called myelin. Myelin is important for the proper functioning of the brain because it helps nerve fibers transmit signals. In LVWM, the white matter of the brain is gradually replaced by fluid-filled spaces (cavities). This process is called cavitation. The cavities cause the brain to appear abnormal on magnetic resonance imaging (MRI) scans. LVWM is caused by mutations in the EIF2B2 gene and is inherited in an autosomal recessive pattern. The signs and symptoms of LVWM usually appear in early childhood and include developmental delay, intellectual disability, seizures, and problems with movement and coordination. There is no cure for LVWM, and treatment is supportive."
Answer this question truthfully,What is (are) Long QT syndrome 1 ?,"Romano-Ward syndrome is the most common form of inherited long QT syndrome. Symptoms include arrhythmia, fainting, cardiac arrest, and sudden death. There are six different types of this syndrome, long QT 1 through 6. Each type is caused by a change in a different gene. The most prevalent form of long QT syndrome is long QT type 1. Long QT type 1 is caused by changes in the KCNQ1 gene. Romano-Ward syndrome is inherited in an autosomal dominant fashion.","Long QT syndrome 1 (LQT1) is a heart rhythm disorder that can cause fast, chaotic heartbeats. These abnormal heart rhythms can potentially lead to fainting, seizures, or sudden death. LQT1 is caused by mutations in the KCNQ1 gene and is inherited in an autosomal dominant manner. Treatment may include medications to control heart rate and prevent abnormal heart rhythms, an implantable cardioverter-defibrillator (ICD), and avoidance of certain triggers."
Answer this question truthfully,What is (are) combined pituitary hormone deficiency ?,"Combined pituitary hormone deficiency is a condition that causes a shortage (deficiency) of several hormones produced by the pituitary gland, which is located at the base of the brain. A lack of these hormones may affect the development of many parts of the body. The first signs of this condition include a failure to grow at the expected rate and short stature that usually becomes apparent in early childhood.  People with combined pituitary hormone deficiency may have hypothyroidism, which is underactivity of the butterfly-shaped thyroid gland in the lower neck. Hypothyroidism can cause many symptoms, including weight gain and fatigue. Other features of combined pituitary hormone deficiency include delayed or absent puberty and lack the ability to have biological children (infertility). The condition can also be associated with a deficiency of the hormone cortisol. Cortisol deficiency can impair the body's immune system, causing individuals to be more susceptible to infection.  Rarely, people with combined pituitary hormone deficiency have intellectual disability; a short, stiff neck; or underdeveloped optic nerves, which carry visual information from the eyes to the brain.","Combined pituitary hormone deficiency is a rare disorder that affects the pituitary gland, a small gland at the base of the brain that produces hormones that control growth, metabolism, and the menstrual cycle. The pituitary gland produces several hormones, including growth hormone, thyroid-stimulating hormone, adrenocorticotropic hormone, follicle-stimulating hormone, and luteinizing hormone. In combined pituitary hormone deficiency, the pituitary gland does not produce enough of one or more of these hormones. The disorder is usually caused by a problem with the pituitary gland itself, such as a tumor or an inherited disorder. The signs and symptoms of combined pituitary hormone deficiency vary depending on which hormones are affected. Growth hormone deficiency can cause short stature, delayed puberty, and a lack of energy. Thyroid-stimulating hormone deficiency can cause fatigue, weight gain, and a slow heart rate. Adrenocorticotropic hormone deficiency can cause low blood pressure, low blood sugar, and a lack of energy"
Answer this question truthfully,What is (are) High Blood Pressure in Pregnancy ?,"If you are pregnant, high blood pressure can cause problems for you and your unborn baby. You may have had high blood pressure before you got pregnant. Or you may get it once you are pregnant - a condition called gestational hypertension. Either one can cause low birth weight or premature delivery of the baby.    Controlling your blood pressure during pregnancy and getting regular prenatal care are important for the health of you and your baby. Treatments for high blood pressure in pregnancy may include close monitoring of the baby, lifestyle changes, and certain medicines.    Some pregnant women with high blood pressure develop preeclampsia. It's a sudden increase in blood pressure after the 20th week of pregnancy. It can be life-threatening for both you and the unborn baby. There is no proven way to prevent it. Most women who have signs of preeclampsia are closely monitored to lessen or avoid complications. The only way to ""cure"" preeclampsia is to deliver the baby.    NIH: National Heart, Lung, and Blood Institute","High blood pressure in pregnancy is a condition in which a woman has high blood pressure during pregnancy. High blood pressure in pregnancy is also called gestational hypertension or pregnancy-induced hypertension. High blood pressure in pregnancy is a common problem. It can occur at any time during pregnancy. It is more common in women who have had high blood pressure before pregnancy. High blood pressure in pregnancy can cause problems for the mother and the baby. It can cause the placenta to separate from the uterus before the baby is born. This is called placental abruption. Placental abruption can cause bleeding and can be dangerous for the baby. High blood pressure in pregnancy can also cause the baby to be born too early. This is called preterm labor. High blood pressure in pregnancy can also cause the baby to be born too small. This is called intrauterine growth restriction. High blood pressure in pregnancy can also cause preeclampsia. Preeclampsia is a condition that can cause high blood pressure, damage to organs such as the liver and kidneys, and problems with blood clotting. Preeclampsia can be dangerous for both the mother and the baby. High blood pressure in pregnancy can also cause H"
Answer this question truthfully,What is (are) Holes in the Heart ?,"Holes in the heart are simple congenital (kon-JEN-ih-tal) heart defects. Congenital heart defects are problems with the heart's structure that are present at birth. These defects change the normal flow of blood through the heart.
                
The heart has two sides, separated by an inner wall called the septum. With each heartbeat, the right side of the heart receives oxygen-poor blood from the body and pumps it to the lungs. The left side of the heart receives oxygen-rich blood from the lungs and pumps it to the body.
                
The septum prevents mixing of blood between the two sides of the heart. However, some babies are born with holes in the upper or lower septum.
                
A hole in the septum between the heart's two upper chambers is called an atrial septal defect (ASD). A hole in the septum between the heart's two lower chambers is called a ventricular septal defect (VSD).
                
ASDs and VSDs allow blood to pass from the left side of the heart to the right side. Thus, oxygen-rich blood mixes with oxygen-poor blood. As a result, some oxygen-rich blood is pumped to the lungs instead of the body.
                
Over the past few decades, the diagnosis and treatment of ASDs and VSDs have greatly improved. Children who have simple congenital heart defects can survive to adulthood. They can live normal, active lives because their heart defects close on their own or have been repaired.",Holes in the heart are abnormal openings in the walls that separate the chambers of the heart. These openings are called septal defects. The most common type of septal defect is a hole between the two upper chambers of the heart (atrial septal defect). Another type of septal defect is a hole between the two lower chambers of the heart (ventricular septal defect). Septal defects can also occur between the upper and lower chambers of the heart. These defects are called atrioventricular septal defects. Septal defects can be present at birth (congenital) or develop later in life. They can be small or large. Some septal defects are so small that they do not cause any problems. Others can cause serious health problems.
