instruction,input,output,responses
Answer this question truthfully,What is (are) Thanatophoric dysplasia ?,"Thanatophoric dysplasia is a severe skeletal disorder characterized by extremely short limbs and folds of extra skin on the arms and legs. Other features of this condition include a narrow chest, short ribs, underdeveloped lungs, and an enlarged head with a large forehead and prominent, wide-spaced eyes. Most infants with thanatophoric dysplasia are stillborn or die shortly after birth from respiratory failure. A few affected individuals have survived into childhood with extensive medical help. Thanatophoric dysplasia is caused by mutations in the FGFR3 gene. While this condition is considered to be autosomal dominant, virtually all cases have occurred in people with no history of the disorder in their family. Two major forms of thanatophoric dysplasia have been described, type I and type II. Type I thanatophoric dysplasia is distinguished by the presence of curved thigh bones and flattened bones of the spine (platyspondyly). Type II thanatophoric dysplasia is characterized by straight thigh bones and a moderate to severe skull abnormality called a cloverleaf skull.","Thanatophoric dysplasia is a rare condition affecting bone growth and development, and it typically manifests in children at a very young age."
Answer this question truthfully,What is (are) Intraocular (Uveal) Melanoma ?,"Key Points
                    - Intraocular melanoma is a disease in which malignant (cancer) cells form in the tissues of the eye.    - Being older and having fair skin may increase the risk of intraocular melanoma.    - Signs of intraocular melanoma include blurred vision or a dark spot on the iris.     - Tests that examine the eye are used to help detect (find) and diagnose intraocular melanoma.    - A biopsy of the tumor is rarely needed to diagnose intraocular melanoma.    - Certain factors affect prognosis (chance of recovery) and treatment options.
                
                
                    Intraocular melanoma is a disease in which malignant (cancer) cells form in the tissues of the eye.
                    Intraocular melanoma begins in the middle of three layers of the wall of the eye. The outer layer includes the white sclera (the ""white of the eye"") and the clear cornea at the front of the eye. The inner layer has a lining of nerve tissue, called the retina, which senses light and sends images along the optic nerve to the brain.   The middle layer, where intraocular melanoma forms, is called the uvea or uveal tract, and has three main parts:         -  Iris  The iris is the colored area at the front of the eye (the ""eye color""). It can be seen through the clear cornea. The pupil is in the center of the iris and it changes size to let more or less light into the eye. Intraocular melanoma of the iris is usually a small tumor that grows slowly and rarely spreads to other parts of the body.    -  Ciliary body  The ciliary body is a ring of tissue with muscle fibers that change the size of the pupil and the shape of the lens. It is found behind the iris. Changes in the shape of the lens help the eye focus. The ciliary body also makes the clear fluid that fills the space between the cornea and the iris. Intraocular melanoma of the ciliary body is often larger and more likely to spread to other parts of the body than intraocular melanoma of the iris.      -  Choroid  The choroid is a layer of blood vessels that bring oxygen and nutrients to the eye. Most intraocular melanomas begin in the choroid. Intraocular melanoma of the choroid is often larger and more likely to spread to other parts of the body than intraocular melanoma of the iris.          Intraocular melanoma is a rare cancer that forms from cells that make melanin in the iris, ciliary body, and choroid. It is the most common eye cancer in adults.","Intraocular (Uveal) Melanoma, commonly abbreviated as Uveal Melanoma or UM, is a rare form of cancer that forms within the iris, ciliary body, and choroid of the eye. It is the most prevalent eye cancer found in adults. In 2004, it was discovered that two genes, the BAP1 and POT1 genes, have become mutated, which leads to an increase in the growth of the melanoma cells. The BAP1 gene has an association with the regulation of cell division and the suppression of tumors. The POT1 gene is involved with protecting the telomeres, parts of chromosomes that are important in the stabilization and replication of chromosomes. Both the BAP1 and POT1 genes become mutated in the Uveal Melanomas."
Answer this question truthfully,What is (are) succinic semialdehyde dehydrogenase deficiency ?,"Succinic semialdehyde dehydrogenase deficiency is a disorder that can cause a variety of neurological problems. People with this condition typically have developmental delay, especially involving speech development; intellectual disability; and decreased muscle tone (hypotonia) soon after birth. About half of those affected experience seizures, difficulty coordinating movements (ataxia), decreased reflexes (hyporeflexia), and behavioral problems. The most common behavioral problems associated with this condition are sleep disturbances, hyperactivity, difficulty maintaining attention, and anxiety. Less frequently, affected individuals may have increased aggression, hallucinations, obsessive-compulsive disorder (OCD), and self-injurious behavior, including biting and head banging. People with this condition can also have problems controlling eye movements. Less common features of succinic semialdehyde dehydrogenase deficiency include uncontrollable movements of the limbs (choreoathetosis), involuntary tensing of the muscles (dystonia), muscle twitches (myoclonus), and a progressive worsening of ataxia.",Succinic semialdehyde dehydrogenase (SSADH) deficiency is a condition in which the body is unable to convert the waste product alpha-amino-3-hydroxy-5-methylisoxazole-4-propionate (AMO3H) to succinic semialdehyde (SSA).
Answer this question truthfully,What is (are) Beriberi ?,"Beriberi is a condition that occurs in people who are deficient in thiamine (vitamin B1). There are two major types of beriberi: wet beriberi which affects the cardiovascular system and dry beriberi which affects the nervous system. People with wet beriberi may experience increased heart rate, shortness of breath, and swelling of the lower legs. Signs and symptoms of dry beriberi include difficulty walking; loss of feeling in the hands and/or feet; paralysis of the lower legs; mental confusion; speech difficulty; pain; and/or vomiting. Beriberi is rare in the United States since many foods are now vitamin enriched; however, alcohol abuse, dialysis and taking high doses of diuretics increases the risk of developing the condition. In most cases, beriberi occurs sporadically in people with no family history of the condition. A rare condition known as genetic beriberi is inherited (passed down through families) and is associated with an inability to absorb thiamine from foods. Treatment generally includes thiamine supplementation, given by injection or taken by mouth.",[Beriberi is an illness.  People with beriberi do not have enough thiamine (vitamin B1)]
Answer this question truthfully,What is (are) gyrate atrophy of the choroid and retina ?,"Gyrate atrophy of the choroid and retina, which is often shortened to gyrate atrophy, is an inherited disorder characterized by progressive vision loss. People with this disorder have an ongoing loss of cells (atrophy) in the retina, which is the specialized light-sensitive tissue that lines the back of the eye, and in a nearby tissue layer called the choroid. During childhood, they begin experiencing nearsightedness (myopia), difficulty seeing in low light (night blindness), and loss of side (peripheral) vision. Over time, their field of vision continues to narrow, resulting in tunnel vision. Many people with gyrate atrophy also develop clouding of the lens of the eyes (cataracts). These progressive vision changes lead to blindness by about the age of 50.  Most people with gyrate atrophy have no symptoms other than vision loss, but some have additional features of the disorder. Occasionally, newborns with gyrate atrophy develop excess ammonia in the blood (hyperammonemia), which may lead to poor feeding, vomiting, seizures, or coma. Neonatal hyperammonemia associated with gyrate atrophy generally responds quickly to treatment and does not recur after the newborn period.  Gyrate atrophy usually does not affect intelligence; however, abnormalities may be observed in brain imaging or other neurological testing. In some cases, mild to moderate intellectual disability is associated with gyrate atrophy.  Gyrate atrophy may also cause disturbances in the nerves connecting the brain and spinal cord to muscles and sensory cells (peripheral nervous system). In some people with the disorder these abnormalities lead to numbness, tingling, or pain in the hands or feet, while in others they are detectable only by electrical testing of the nerve impulses.  In some people with gyrate atrophy, a particular type of muscle fibers (type II fibers) break down over time. While this muscle abnormality usually causes no symptoms, it may result in mild weakness.","Gyrate atrophy of the choroid and retina, which is often shortened to gyrate atrophy, is an inherited disorder characterized by progressive vision loss. People with this disorder have an ongoing loss of cells (atrophy) in the retina, which is the specialized light-sensitive tissue that lines the back of the eye, and in a nearby tissue layer called the choroid."
Answer this question truthfully,What is (are) Shoulder Injuries and Disorders ?,"Your shoulder joint is composed of three bones: the clavicle (collarbone), the scapula (shoulder blade), and the humerus (upper arm bone). Your shoulders are the most movable joints in your body. They can also be unstable because the ball of the upper arm is larger than the shoulder socket that holds it. To remain in a stable or normal position, the shoulder must be anchored by muscles, tendons and ligaments. Because the shoulder can be unstable, it is the site of many common problems. They include sprains, strains, dislocations, separations, tendinitis, bursitis, torn rotator cuffs, frozen shoulder, fractures and arthritis.     Usually shoulder problems are treated with RICE. This stands for Rest, Ice, Compression and Elevation. Other treatments include exercise, medicines to reduce pain and swelling, and surgery if other treatments don't work.    NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases","Your shoulder joint is composed of three bones: the clavicle (collarbone), the scapula (shoulder blade), and the humerus (upper arm bone)."
Answer this question truthfully,What is (are) methylmalonic acidemia ?,"Methylmalonic acidemia is an inherited disorder in which the body is unable to process certain proteins and fats (lipids) properly. The effects of methylmalonic acidemia, which usually appear in early infancy, vary from mild to life-threatening. Affected infants can experience vomiting, dehydration, weak muscle tone (hypotonia), developmental delay, excessive tiredness (lethargy), an enlarged liver (hepatomegaly), and failure to gain weight and grow at the expected rate (failure to thrive). Long-term complications can include feeding problems, intellectual disability, chronic kidney disease, and inflammation of the pancreas (pancreatitis). Without treatment, this disorder can lead to coma and death in some cases.","Methylmalonic acidemia is a condition where the body cannot process certain proteins and fats correctly. Infants who have this may experience vomiting, dehydration, weak muscle tone (hypotonia), developmental delay, and feeling excessively tired."
Answer this question truthfully,What is (are) Glycogen storage disease type 7 ?,"Glycogen storage disease type 7 (GSD7) is an inherited condition in which the body is unable to break down glycogen (a complex sugar) in the muscle cells. Because glycogen is an important source of energy, this can interfere with the normal functioning of muscle cells. The severity of the condition and the associated signs and symptoms vary, but may include muscle weakness and stiffness; painful muscle cramps; nausea and vomiting; and/or myoglobinuria (the presence of myoglobin in the urine) following moderate to strenuous exercise. Symptoms typically resolve with rest. GSD7 is most commonly diagnosed during childhood; however, some affected people may rarely develop symptoms during infancy or later in adulthood. Those who develop the condition during infancy may experience additional symptoms such as hypotonia (poor muscle tone), cardiomyopathy and breathing difficulties that often lead to a shortened lifespan (less than 1 year). This condition is caused by changes (mutations) in the PFKM gene and is inherited in an autosomal recessive manner. There is no specific treatment for GSD7; however, affected people are generally advised to avoid vigorous exercise and high-carbohydrate meals.","Glycogen storage disease type 7 (GSD VII), formerly known as Hereditary fructose intolerance (HFI), is a rare, genetic disorder that affects a protein involved in processing sugar (fructose). People with GSD VII cannot properly digest or metabolize fructose. Fructose is a simple sugar found naturally in fruits, vegetables, and honey and added to some foods, such as soft drinks and baked goods. GSD VII is caused by mutations in the ALG8 gene, and is inherited in an autosomal recessive manner. Individuals with GSD VII may experience symptoms such as abdominal pain, nausea, vomiting, failure to thrive, and growth retardation. Treatment primarily consists of a strict low- or no-fructose diet."
Answer this question truthfully,What is (are) Cogan-Reese syndrome ?,"Cogan-Reese syndrome is one type of Iridocorneal Endothelial (ICE) syndrome. The ICE syndromes predominantly affect Caucasian, young to middle-aged women, and involve one eye. While there have been some cases of Cogan-Reese syndrome reported in children, the disease is typically observed in females in the mid-adult years. [1] In one study of 71 patients with ICE syndrome, the mean age at diagnosis was 51-years. Known glaucoma was present in 11 (15%) of cases. [2] While it is not yet known how to keep Cogan-Reese syndrome from progressing, the glaucoma associated with the disease can be treated with medication. Additionally, corneal transplant can treat any corneal swelling. The National Eye Institute provides information on screening for glaucoma HERE.",This is what I know about Cogan-Reese syndrome: It only has three known cases which are considered as syndromic Aplasia Cutis Congenita with other symptoms. I cannot tell you exactly WHAT Cogan-Reese syndrome is.
Answer this question truthfully,What is (are) Charcot-Marie-Tooth disease type 1A ?,Charcot-Marie-Tooth disease type 1A (CMT1A) is a type of inherited neurological disorder that affects the peripheral nerves. Affected individuals experience weakness and wasting (atrophy) of the muscles of the lower legs beginning in adolescence; later they experience hand weakness and sensory loss. CMT1A is caused by having an extra copy (a duplication) of the PMP22 gene. It is inherited in an autosomal dominant manner. Treatment for this condition may include physical therapy; occupational therapy; braces and other orthopedic devices; orthopedic surgery; and pain medications.,"A form of Charcot-Marie-Tooth disease that tends to appear at approximately 19 months of age. It affects the feet, legs, hands, and arms and causes muscle weakness, muscle atrophy, and high-arched feet that can cause a person"
Answer this question truthfully,What is (are) Erb-Duchenne and Dejerine-Klumpke Palsies ?,"The brachial plexus is a network of nerves that conducts signals from the spine to the shoulder, arm, and hand. Brachial plexus injuries are caused by damage to those nerves. Erb-Duchenne (Erb's) palsy refers to paralysis of the upper brachial plexus. Dejerine-Klumpke (Klumpke's) palsy refers to paralysis of the lower brachial plexus. Although injuries can occur at any time, many brachial plexus injuries happen when a baby's shoulders become impacted during delivery and the brachial plexus nerves stretch or tear. There are four types of brachial plexus injuries: avulsion, the most severe type, in which the nerve is torn from the spine; rupture, in which the nerve is torn but not at the spinal attachment; neuroma, in which the nerve has torn and healed but scar tissue puts pressure on the injured nerve and prevents it from conducting signals to the muscles; and neuropraxia or stretch, in which the nerve has been damaged but not torn. Neuropraxia is the most common type of brachial plexus injury. Symptoms of brachial plexus injury may include a limp or paralyzed arm; lack of muscle control in the arm, hand, or wrist; and lack of feeling or sensation in the arm or hand.","Erb-Duchenne and Dejerine-Klumpke palsies are types of brachial plexus injuries, which refer to damage to the nerves of the brachial plexus. Erb's palsy involves paralysis of the upper brachial plexus and Klumpke's palsy involves lower brachial plexus paralysis."
Answer this question truthfully,What is (are) Baraitser-Winter syndrome ?,"Baraitser-Winter syndrome is a condition that affects the development of many parts of the body, particularly the face and the brain.  An unusual facial appearance is the most common characteristic of Baraitser-Winter syndrome. Distinctive facial features can include widely spaced eyes (hypertelorism), large eyelid openings, droopy eyelids (ptosis), high-arched eyebrows, a broad nasal bridge and tip of the nose, a long space between the nose and upper lip (philtrum), full cheeks, and a pointed chin.  Structural brain abnormalities are also present in most people with Baraitser-Winter syndrome. These abnormalities are related to impaired neuronal migration, a process by which nerve cells (neurons) move to their proper positions in the developing brain. The most frequent brain abnormality associated with Baraitser-Winter syndrome is pachygyria, which is an area of the brain that has an abnormally smooth surface with fewer folds and grooves. Less commonly, affected individuals have lissencephaly, which is similar to pachygyria but involves the entire brain surface. These structural changes can cause mild to severe intellectual disability, developmental delay, and seizures.  Other features of Baraitser-Winter syndrome can include short stature, ear abnormalities and hearing loss, heart defects, presence of an extra (duplicated) thumb, and abnormalities of the kidneys and urinary system. Some affected individuals have limited movement of large joints, such as the elbows and knees, which may be present at birth or develop over time. Rarely, people with Baraitser-Winter syndrome have involuntary muscle tensing (dystonia).","Baraitser-Winter syndrome is a rare genetic disorder. It can cause problems with both your face and brain. For example, it might cause small eyes, narrow forehead, and difficulty with movement and speech. The condition can also lead to developmental problems and intellectual disability, even blindness. In some cases, it can lead to heart and kidney problems."
Answer this question truthfully,What is (are) Head Lice ?,"Head lice are parasitic wingless insects. They live on people's heads and feed on their blood. An adult louse is about the size of a sesame seed. The eggs, called nits, are even smaller - about the size of a knot in thread. Lice and nits are found on or near the scalp, most often at the neckline and behind the ears.    Lice spread by close person-to-person contact. It is possible, but not common, to get lice by sharing personal belongings such as hats or hairbrushes. Children ages 3-11 and their families get head lice most often. Personal hygiene has nothing to do with getting head lice. Head lice do not spread disease.    Symptoms are        - Tickling feeling in the hair    - Frequent itching    - Sores from scratching    - Irritability and difficulty sleeping. Head lice are most active in the dark.       Treatment is recommended for people who have an active infestation of head lice. All household members and other close contacts should be checked and treated if necessary. Some experts also recommend treating anyone who shares a bed with an infested person. It is important to treat everyone at the same time.    Centers for Disease Control and Prevention","Head lice are tiny, wingless insects that live in human hair and feed on small amounts of blood from the human host."
Answer this question truthfully,What is (are) Miscarriage ?,"A miscarriage is the loss of pregnancy from natural causes before the 20th week of pregnancy. Most miscarriages occur very early in the pregnancy, often before a woman even knows she is pregnant. There are many different causes for a miscarriage. In most cases, there is nothing you can do to prevent a miscarriage.    Factors that may contribute to miscarriage include       - A genetic problem with the fetus. This is the most common cause in the first trimester.    - Problems with the uterus or cervix. These contribute in the second trimester.    - Polycystic ovary syndrome       Signs of a miscarriage can include vaginal spotting or bleeding, abdominal pain or cramping, and fluid or tissue passing from the vagina. Although vaginal bleeding is a common symptom of miscarriage, many women have spotting early in their pregnancy but do not miscarry. But if you are pregnant and have bleeding or spotting, contact your health care provider immediately.    Women who miscarry early in their pregnancy usually do not need any treatment. In some cases, you may need a procedure called a dilatation and curettage (D&C) to remove tissue remaining in the uterus.    Counseling may help you cope with your grief. Later, if you do decide to try again, work closely with your health care provider to lower the risks. Many women who have a miscarriage go on to have healthy babies.    NIH: National Institute of Child Health and Human Development","A miscarriage is a pregnancy that ends before it reaches the 20th week. A miscarriage involves spontaneous (happening without trying) expulsion of the developing baby. A miscarriage can happen at any time of the pregnancy, but they're most common during the first 20 weeks. They're common during the first 12 weeks of pregnancy, a time called the first trimester. It's likely that some miscarriages happen before a woman even knows she's pregnant. A miscarriage is when someone loses a baby during the 1st 20 weeks of pregnancy. A miscarriage can happen at any time of the pregnancy, but they're most common during the first month of the pregnancy."
Answer this question truthfully,What is (are) COG5-congenital disorder of glycosylation ?,"COG5-congenital disorder of glycosylation (COG5-CDG, formerly known as congenital disorder of glycosylation type IIi) is an inherited condition that causes neurological problems and other abnormalities. The pattern and severity of this disorder's signs and symptoms vary among affected individuals.  Individuals with COG5-CDG typically develop signs and symptoms of the condition during infancy. These individuals often have weak muscle tone (hypotonia) and delayed development. Other neurological features include moderate to severe intellectual disability, poor coordination, and difficulty walking. Some affected individuals never learn to speak. Other features of COG5-CDG include short stature, an unusually small head size (microcephaly), and distinctive facial features, which can include ears that are set low and rotated backward, a short neck with a low hairline in the back, and a prominent nose. Less commonly, affected individuals can have hearing loss caused by changes in the inner ear (sensorineural hearing loss), vision impairment, damage to the nerves that control bladder function (a condition called neurogenic bladder), liver disease, and joint deformities (contractures).","COG5-congenital disorder of glycosylation (COG5-CDG, formerly known as congenital disorder of glycosylation type IIi) is an inherited condition that causes neurological problems and other abnormalities. The pattern and severity of this disorder's signs and symptoms vary among affected individuals. Individuals with COG5-CDG typically develop signs and symptoms during the first year of life and most affected individuals do not live beyond 18 months of age. 1"
Answer this question truthfully,What is (are) Sleep Disorders ?,"Is it hard for you to fall asleep or stay asleep through the night? Do you wake up feeling tired or feel very sleepy during the day, even if you have had enough sleep? You might have a sleep disorder. The most common kinds are       - Insomnia - a hard time falling or staying asleep    - Sleep apnea - breathing interruptions during sleep    -  Restless legs syndrome - a tingling or prickly sensation in the legs     - Narcolepsy - daytime ""sleep attacks""       Nightmares, night terrors, sleepwalking, sleep talking, head banging, wetting the bed and grinding your teeth are kinds of sleep problems called parasomnias. There are treatments for most sleep disorders. Sometimes just having regular sleep habits can help.","Sleep disorders are problems that affect how well you sleep. They can include having trouble falling asleep or staying asleep, feeling tired when you wake up, or not feeling refreshed. If you have a sleep disorder, it can cause problems in your life, such as trouble concentrating or feeling stressed or overwhelmed."
Answer this question truthfully,What is (are) Hepatic lipase deficiency ?,"Hepatic lipase deficiency is a rare condition that is characterized by increased levels of certain fats (known as triglycerides and cholesterol) in the blood. Affected people may also have increased levels of high-density lipoproteins (HDLs) and decreased levels of low-density lipoproteins (LDLs), which are two molecules that help transport fats throughout the body. Hepatic lipase deficiency may be associated with an increased risk of developing atherosclerosis and/or heart disease; however, additional research is needed on the long-term outlook of people with this condition. Hepatic lipase deficiency is caused by changes (mutations) in the LIPC gene and is inherited in an autosomal recessive manner. Treatment is based on the signs and symptoms present in each person.","Hepatic lipase deficiency is a condition that leads to a specific type of lipoprotein abnormality in the blood called a cholesterol-rich chylomicron remnant. These cholesterol-rich chylomicron remnants can cause clogged and narrow blood vessels and an increased risk of atherosclerosis, which is the buildup of fatty deposits in the blood vessels that can prevent normal blood flow. It is caused by changes (mutations) in the LIPC gene, and is inherited in an autosomal recessive manner."
Answer this question truthfully,What is (are) Abdominal Pain ?,"Your abdomen extends from below your chest to your groin. Some people call it the stomach, but your abdomen contains many other important organs. Pain in the abdomen can come from any one of them. The pain may start somewhere else, such as your chest. Severe pain doesn't always mean a serious problem. Nor does mild pain mean a problem is not serious.     Call your healthcare provider if mild pain lasts a week or more or if you have pain with other symptoms. Get medical help immediately if       -  You have abdominal pain that is sudden and sharp    - You also have pain in your chest, neck or shoulder     -  You're vomiting blood or have blood in your stool     -  Your abdomen is stiff, hard and tender to touch     - You can't move your bowels, especially if you're also vomiting","Abdominal pain is a sensation of discomfort in the abdominal region, which extends from below your chest to your groin. It can be caused by various organs present in the abdomen such as stomach, intestines, liver, pancreas, and kidneys."
Answer this question truthfully,What is (are) tetrahydrobiopterin deficiency ?,"Tetrahydrobiopterin deficiency is a rare disorder characterized by a shortage (deficiency) of a molecule called tetrahydrobiopterin or BH4. This condition alters the levels of several substances in the body, including phenylalanine. Phenylalanine is a building block of proteins (an amino acid) that is obtained through the diet. It is found in foods that contain protein and in some artificial sweeteners. High levels of phenylalanine are present from early infancy in people with untreated tetrahydrobiopterin deficiency. This condition also alters the levels of chemicals called neurotransmitters, which transmit signals between nerve cells in the brain.  Infants with tetrahydrobiopterin deficiency appear normal at birth, but medical problems ranging from mild to severe become apparent over time. Signs and symptoms of this condition can include intellectual disability, progressive problems with development, movement disorders, difficulty swallowing, seizures, behavioral problems, and an inability to control body temperature.",The answer to this question is Tetrahydrobiopterin (BH4) deficiency is a neurological condition caused by an inborn error of metabolism.
Answer this question truthfully,What is (are) optic atrophy type 1 ?,"Optic atrophy type 1 is a condition that affects vision. Individuals with this condition have progressive vision loss that typically begins within the first decade of life. The severity of the vision loss varies widely among affected people, even among members of the same family. People with this condition can range from having nearly normal vision to complete blindness. The vision loss usually progresses slowly.  People with optic atrophy type 1 frequently have problems with color vision that make it difficult or impossible to distinguish between shades of blue and green. Other vision problems associated with this condition include a progressive narrowing of the field of vision (tunnel vision) and an abnormally pale appearance (pallor) of the nerve that relays visual information from the eye to the brain (optic nerve). Optic nerve pallor can be detected during an eye examination.","Optic atrophy type 1 is a condition that affects vision, causing progressive vision loss typically beginning within the first decade of life. The severity of vision loss varies widely among affected people."
Answer this question truthfully,What is (are) Long QT syndrome ?,"Long QT syndrome is a disorder of the hearts electrical activity that can cause sudden, uncontrollable, and irregular heartbeats (arrhythmia), which may lead to sudden death. Long QT syndrome can be detected by electrocardiogram (EKG). It can be caused by a variety of different gene mutations (changes). It can also be acquired (noninherited) and may be brought on by certain medicines and other medical conditions.","Long QT syndrome (LQTS) is a heart condition that causes extremely long QT intervals in the heartbeat, leading to an irregular heartbeat, fainting, and in some cases, sudden death. This condition is caused by mutations in one of 12 genes on the long arm of chromosome 11, which are involved in the process of converting chemical signals to electrical signals in the heart, allowing it to contract. The mutations lead to a disruption in the process and an uncontrolled heartbeat."
Answer this question truthfully,What is (are) Infectious Arthritis ?,"Most kinds of arthritis cause pain and swelling in your joints. Joints are places where two bones meet, such as your elbow or knee. Infectious arthritis is an infection in the joint. The infection comes from a bacterial, viral, or fungal infection that spreads from another part of the body. Symptoms of infectious arthritis include       - Intense pain in the joint    - Joint redness and swelling    - Chills and fever    - Inability to move the area with the infected joint       One type of infectious arthritis is reactive arthritis. The reaction is to an infection somewhere else in your body. The joint is usually the knee, ankle, or toe. Sometimes, reactive arthritis is set off by an infection in the bladder, or in the urethra, which carries urine out of the body. In women, an infection in the vagina can cause the reaction. For both men and women, it can start with bacteria passed on during sex. Another form of reactive arthritis starts with eating food or handling something that has bacteria on it.    To diagnose infectious arthritis, your health care provider may do tests of your blood, urine, and joint fluid. Treatment includes medicines and sometimes surgery.","Infectious arthritis is joint pain, soreness, stiffness and swelling caused by a bacterial, viral, or fungal infection that spreads from another part of the body."
Answer this question truthfully,What is (are) Skin Pigmentation Disorders ?,"Pigmentation means coloring. Skin pigmentation disorders affect the color of your skin. Your skin gets its color from a pigment called melanin. Special cells in the skin make melanin. When these cells become damaged or unhealthy, it affects melanin production. Some pigmentation disorders affect just patches of skin. Others affect your entire body.     If your body makes too much melanin, your skin gets darker. Pregnancy, Addison's disease, and sun exposure all can make your skin darker. If your body makes too little melanin, your skin gets lighter. Vitiligo is a condition that causes patches of light skin. Albinism is a genetic condition affecting a person's skin. A person with albinism may have no color, lighter than normal skin color, or patchy missing skin color. Infections, blisters and burns can also cause lighter skin.","Skin pigmentation disorders are conditions that affect the color of your skin. These disorders occur when your body's ability to produce melanin, a pigment that gives color to your skin, is disrupted or damaged. There are various types of skin pigmentation disorders, including:"
Answer this question truthfully,"What is (are) blepharophimosis, ptosis, and epicanthus inversus syndrome ?","Blepharophimosis, ptosis, and epicanthus inversus syndrome (BPES) is a condition that mainly affects development of the eyelids. People with this condition have a narrowing of the eye opening (blepharophimosis), droopy eyelids (ptosis), and an upward fold of the skin of the lower eyelid near the inner corner of the eye (epicanthus inversus). In addition, there is an increased distance between the inner corners of the eyes (telecanthus). Because of these eyelid abnormalities, the eyelids cannot open fully, and vision may be limited.  Other structures in the eyes and face may be mildly affected by BPES. Affected individuals are at an increased risk of developing vision problems such as nearsightedness (myopia) or farsightedness (hyperopia) beginning in childhood. They may also have eyes that do not point in the same direction (strabismus) or ""lazy eye"" (amblyopia) affecting one or both eyes. People with BPES may also have distinctive facial features including a broad nasal bridge, low-set ears, or a shortened distance between the nose and upper lip (a short philtrum).  There are two types of BPES, which are distinguished by their signs and symptoms. Both types I and II include the eyelid malformations and other facial features. Type I is also associated with an early loss of ovarian function (primary ovarian insufficiency) in women, which causes their menstrual periods to become less frequent and eventually stop before age 40. Primary ovarian insufficiency can lead to difficulty conceiving a child (subfertility) or a complete inability to conceive (infertility).","BPES is a condition that mainly affects development of the eyelids. People with this condition have a narrowing of the eye opening (blepharophimosis), droopy eyelids (ptosis), and an upward fold of the skin of the lower eyelid near the inner corner of the eye (epicanthus inversus)."
Answer this question truthfully,What is (are) Degenerative Nerve Diseases ?,"Degenerative nerve diseases affect many of your body's activities, such as balance, movement, talking, breathing, and heart function. Many of these diseases are genetic. Sometimes the cause is a medical condition such as alcoholism, a tumor, or a stroke. Other causes may include toxins, chemicals, and viruses. Sometimes the cause is not known.    Degenerative nerve diseases include       -  Alzheimer's disease    -  Amyotrophic lateral sclerosis    - Friedreich's ataxia    -  Huntington's disease    -  Lewy body disease    - Parkinson's disease     -  Spinal muscular atrophy       Degenerative nerve diseases can be serious or life-threatening. It depends on the type. Most of them have no cure. Treatments may help improve symptoms, relieve pain, and increase mobility.","Degenerative nerve diseases are a group of conditions that affect the nervous system and can cause pain, loss of strength, and difficulty with movement and coordination. They are progressive in nature, meaning that they can become worse over time. Some examples of degenerative nerve diseases include Alzheimer's disease, amyotrophic lateral sclerosis, Friedreich's ataxia, Huntington's disease, Lewy body disease, and spinal muscular atrophy."
Answer this question truthfully,What is (are) Aplasia cutis congenita ?,"Aplasia cutis congenita is a condition in which there is congenital (present from birth) absence of skin, with or without the absence of underlying structures such as bone. It most commonly affects the scalp, but any location of the body can be affected. While most people with aplasia cutis congenita have no other abnormalities, some people have congenital malformations involving the cardiovascular (heart), gastrointestinal, genitourinary, and central nervous systems. The cause of this condition is unclear and appears to be multifactorial (many different factors appear to play a role); contributing factors may include teratogens, genes, trauma, and compromised skin perfusion.","Aplasia cutis congenita (ACC) is a condition characterized by the absence of the upper layer of skin (the epidermis) on a part of the body. In the majority of affected individuals, this is limited to a small area. It may occur anywhere on the body, but most frequently appears on the scalp. Some people with aplasia cutis develop a condition called cutis aplasia and are unable to sweat over the affected areas of skin."
Answer this question truthfully,What is (are) Leukoencephalopathy with vanishing white matter ?,"Leukoencephalopathy with vanishing white matter is a progressive disorder that mainly affects the central nervous system (CNS). This disorder causes deterioration of white matter, which consists of nerve fibers covered by myelin (the substance that protects the nerves). Most affected people begin to have signs and symptoms during childhood, but symptoms may first become apparent anywhere from before birth to adulthood. Symptoms may include difficulty coordinating movements (ataxia); muscle stiffness (spasticity); and optic atrophy. Symptoms may worsen rapidly with episodes of fever, after head trauma, or with other stresses on the body. This disorder may be caused by mutations in any of 5 genes and is inherited in an autosomal recessive manner. There is no specific treatment, and prognosis seems to correlate with the age of onset, the earliest forms being more severe.","Leukoencephalopathy with vanishing white matter is a condition that affects the brain and nervous system. This condition was previously known as vanishing white matter disease, which is the name reflected in the title of the GeneReviews summary. The white matter of the brain helps with a range of functions, including communication between different areas of the brain, between the brain and the rest of the body, and with movement and sensation. The white matter of the brain develops from nerve cells (neurons) in the brain that produce long fibers (axons) that extend to other neurons to create a network involved in transmitting messages throughout the brain."
